id,Order_from,Comment_time,Order_processing_speed,Sending_out_speed,Delivery_speed,If_delivered_on_original/promised_date,If_delivered_right_product,If intact in transit,If the last Km is difficult,If the last Km is served,Distribution staff service attitude,Installer arrival time,Installer arrival speed,Installation speed,Installation effect,Explaining service,Installer service attitude,If installer has any charges,If the bill is complete,If any gifts,If any after-sales processes,If any revisiting,If any gifts from after-sales,If contacted customer service,Reason contacting customer service,Customer service processing efficiency,If fixing,Number of fixing,Fixing result,If replacement,Replacement result,If return,Return result,After-sales processing efficiency,After-sales attitude,If problems solved,Product model,If price changed in a short time,Changing price,Compared to different channel prices,Price gap,Product functional diversity,Energy saving index,Performance index,Noise situation,Aesthetics performance,Intactness performance,If product is faulty,Fault index,Ease of use,Cost-effective satisfaction,Reputation and price satisfaction,Order processing satisfaction,Logistics distribution satisfaction,Installation satisfaction,After-sales service satisfaction,Product quality satisfaction,User_region,User_level,User_purchase_amount,Consistent with the description satisfaction,Compared with pre-purchase expectations satisfaction,Customer satisfaction,Customer satisfaction level,Customer complaints index,Brand awareness to Haier,Awareness to product,Will of repurchase the same brand and the same kind of product,Will of repurchase the same brand,Recommended to buy index
None,来自京东iPhone客户端,2015-10-08 15:03:47,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,4,3,3,3,3,3,3,湖北,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自网页购物,2015-10-08 13:17:09,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,5,3,3,重庆,钻石会员,0,3,3,5,好评,0,4,3,3,4,3
None,来自京东iPad客户端,2015-10-08 13:15:42,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,4,3,3,3,3,3,3,3,四川,金牌会员,0,3,3,5,好评,0,3,3,4,4,4
None,来自微信购物,2015-10-08 12:36:16,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,5,3,/,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2015-10-08 12:35:18,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,4,3,3,浙江,银牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自网页购物,2015-10-08 11:36:02,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,4,5,3,3,3,3,False,/,3,3,3,3,3,3,3,3,四川,钻石会员,0,3,3,5,好评,0,4,3,3,3,3
None,来自网页购物,2015-10-08 10:45:38,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,4,3,3,3,3,3,3,3,北京,金牌会员,0,3,3,5,好评,0,4,3,3,4,3
None,来自网页购物,2015-10-08 10:19:41,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,True,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,江苏,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东iPhone客户端,2015-10-08 09:57:33,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,4,3,3,3,3,3,3,重庆,钻石会员,0,3,3,5,好评,0,4,3,3,4,3
None,来自网页购物,2015-10-08 07:19:32,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,4,3,3,3,3,3,4,3,北京,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2015-10-08 00:13:02,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,4,3,3,陕西,银牌会员,0,3,3,5,好评,0,4,3,3,4,3
None,来自京东Android客户端,2015-10-07 22:12:09,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,5,3,江苏,钻石会员,0,3,3,5,好评,0,4,3,3,3,3
None,来自京东iPhone客户端,2015-10-07 21:45:36,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,5,3,3,3,3,False,/,3,3,3,3,3,3,3,3,广东,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2015-10-07 21:35:11,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,4,北京,钻石会员,0,3,3,5,好评,0,5,3,5,5,4
None,来自京东Android客户端,2015-10-07 21:34:33,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,4,3,北京,PLUS会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东iPhone客户端,2015-10-07 20:45:48,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,4,北京,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2015-10-07 19:42:45,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,5,3,3,5,3,False,/,3,3,3,3,3,3,3,3,北京,银牌会员,0,3,3,5,好评,0,4,3,4,4,4
None,来自网页购物,2015-10-07 19:33:28,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,4,3,3,4,3,3,3,江苏,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自网页购物,2015-10-07 18:41:08,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,4,3,3,3,3,3,3,四川,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2015-10-07 18:06:24,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,4,3,3,3,3,3,3,四川,银牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2015-10-07 17:51:24,3,3,3,True,True,True,True,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,4,3,4,/,金牌会员,0,3,3,5,好评,0,4,3,4,4,4
None,来自京东Android客户端,2015-10-07 14:57:39,3,3,3,True,True,True,True,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,4,3,3,浙江,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2015-10-07 14:16:08,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,4,3,3,3,3,3,4,河南,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2015-10-07 13:23:12,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,5,3,/,金牌会员,0,3,3,5,好评,0,4,3,4,4,4
None,来自网页购物,2015-10-07 10:14:13,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,4,5,3,3,3,3,False,/,3,3,3,3,3,3,5,3,上海,钻石会员,0,3,3,5,好评,0,4,3,3,3,3
None,来自京东iPhone客户端,2015-10-07 09:06:31,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,4,3,3,False,/,4,3,3,3,3,3,3,3,/,金牌会员,0,3,3,5,好评,0,4,3,4,4,4
None,来自京东iPhone客户端,2015-10-07 09:05:06,3,3,3,True,True,True,True,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,4,3,/,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2015-10-07 07:13:05,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,吉林,钻石会员,0,3,3,5,好评,0,4,3,3,3,3
None,来自网页购物,2015-10-06 23:25:54,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,4,5,3,3,3,3,5,3,江苏,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2015-10-06 21:07:45,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,4,贵州,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2015-10-06 19:43:41,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,True,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,辽宁,银牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2015-10-06 19:22:08,3,3,3,True,True,True,True,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,5,3,/,钻石会员,0,3,3,5,好评,0,4,3,3,4,3
None,来自网页购物,2015-10-06 18:35:05,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,4,5,3,3,3,3,False,/,3,3,3,3,3,3,3,3,/,银牌会员,0,3,3,5,好评,0,4,3,4,4,4
None,来自网页购物,2015-10-06 18:23:44,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,4,江西,钻石会员,0,3,3,5,好评,0,4,3,4,4,4
None,来自京东Android客户端,2015-10-06 17:43:59,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,山东,钻石会员,0,3,3,5,好评,0,4,3,4,4,4
None,来自京东iPhone客户端,2015-10-06 17:35:42,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,5,3,False,/,3,3,3,3,3,3,3,3,河南,银牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2015-10-06 15:17:42,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,4,3,3,3,3,5,3,/,PLUS会员,0,3,4,5,好评,0,5,3,3,5,3
None,来自京东Android客户端,2015-10-06 15:01:31,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,4,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,湖南,钻石会员,0,3,3,5,好评,0,3,3,4,4,4
None,来自网页购物,2015-10-06 14:05:46,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,5,3,3,3,3,3,3,重庆,金牌会员,0,3,3,5,好评,0,3,3,3,4,4
None,来自网页购物,2015-10-06 12:15:35,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,1,4,3,3,3,3,3,3,False,/,3,4,3,3,3,3,3,3,福建,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自网页购物,2015-10-06 11:41:39,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,4,3,3,3,3,3,3,3,/,铜牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2015-10-06 11:04:58,3,3,3,True,True,True,True,False,3,配送员安装,3,3,3,3,3,False,True,False,True,False,False,True,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,5,3,3,3,3,False,/,3,4,3,3,3,2,5,3,广东,PLUS会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2015-10-06 10:34:45,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,/,金牌会员,0,3,3,5,好评,0,5,3,3,5,3
None,来自京东Android客户端,2015-10-06 08:39:17,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,4,3,3,3,3,3,3,江苏,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2015-10-06 08:28:19,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,/,金牌会员,0,3,3,5,好评,0,4,3,4,4,4
None,来自京东iPhone客户端,2015-10-06 07:11:47,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,江苏,钻石会员,0,3,3,5,好评,0,4,3,3,4,3
None,来自网页购物,2015-10-05 22:16:11,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,4,3,3,山西,金牌会员,0,3,3,5,好评,0,3,3,3,3,4
None,来自网页购物,2015-10-05 21:37:05,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,4,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,/,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自网页购物,2015-10-05 21:26:56,3,3,3,True,True,True,True,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,福建,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东iPhone客户端,2015-10-05 18:36:16,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,4,辽宁,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自网页购物,2015-10-05 17:14:26,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,4,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,四川,PLUS会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2015-10-05 15:49:28,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,4,3,3,5,江苏,银牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2015-10-05 15:19:09,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,4,3,3,3,3,3,3,山东,钻石会员,0,3,3,5,好评,0,4,3,4,4,4
None,来自京东Android客户端,2015-10-05 14:21:25,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,4,3,3,山东,钻石会员,0,3,3,5,好评,0,4,3,3,3,3
None,来自京东Android客户端,2015-10-05 13:18:27,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,4,5,5,3,四川,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2015-10-05 13:11:38,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,5,3,北京,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东iPad客户端,2015-10-05 12:32:17,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,4,3,3,False,/,3,3,3,3,3,3,3,3,/,钻石会员,0,3,4,5,好评,0,3,3,3,3,3
None,来自网页购物,2015-10-05 12:26:30,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,广东,金牌会员,0,3,3,5,好评,0,3,3,3,3,4
None,来自京东Android客户端,2015-10-05 11:51:46,3,3,3,True,True,True,True,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,5,3,3,3,3,4,3,广东,银牌会员,0,3,3,5,好评,0,4,3,4,4,4
None,来自微信购物,2015-10-05 11:32:29,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,3,3,/,银牌会员,0,3,3,5,好评,0,3,3,3,3,4
None,来自京东Android客户端,2015-10-05 11:29:26,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,5,3,3,3,3,3,3,北京,钻石会员,0,3,3,5,好评,0,3,3,3,3,3
None,来自京东Android客户端,2015-10-05 10:52:26,3,3,3,True,True,True,False,True,3,配送员安装,3,3,3,3,3,False,True,False,False,False,False,False,/,3,False,/,/,False,/,False,/,3,3,True,海尔（Haier）8公斤 变频滚筒洗衣机 消毒洗 3年质保  EG8012B29WE ,False,/,False,/,3,3,3,3,3,3,False,/,3,3,3,3,3,3,5,3,/,金牌会员,0,3,3,5,好评,0,3,3,3,3,3
